Date,Steps,Calories,Protein,Fat,Carbs,Workout,Intensity
2025-11-10,0,827.7900000000001,24.14,37.36,96.23,,Low
2025-11-10,2000,827.7900000000001,24.14,37.36,96.23,Running,Moderate
2025-11-11,10000,763.3000000000001,21.46,38.16,81.75999999999999,,High
2025-11-10,2000,1298.23,57.42,51.205,148.54000000000002,NA,Low
